,Words,Stat,p-value
0,AMBER,12.9671954264478,0.0012787616234937182
1,AMETHYST,2.7277179588478813,0.09564474637478915
2,APPLE,181.95521302872385,9.575784609694438e-11
3,ASPARAGUS,23.772243756131946,0.0001584825195258821
4,AUTUMN,3.2752416720122763,0.0805279405341397
5,AXOLOTL,3.641063659164042,0.05140549639176306
6,BANANA,231.57833724010837,1.8718471217482602e-11
7,BARBIE,9.610726422748714,0.003223805452485018
8,BASIL,13.909137764006257,0.00016381771193052508
9,BEET,0.9437682237754157,0.41257255118997005
10,BLAS (Y EPI),1.3749270336362118,0.30126256208906044
11,BLOOD,9.44614398332157,0.001954898785403114
12,BRICK,14.215450137426302,0.00023514157127169089
13,BRUSH,35.55936666600052,1.5784376748873008e-05
14,CANARY,6.9569902424237435,0.011148658402009182
15,CARNATION,1.0250895013742916,0.3768588882057814
16,COCONUT,210.28794308905725,3.254507774386184e-12
17,COOKIE MONSTER,12.90670842344611,0.0016973492453005168
18,CORAL,5.98271583777552,0.010182811399067737
19,CRICKET,37.144516231586074,2.520861276833486e-06
20,CUCUMBER,0.3700409040119336,0.6968383657776076
21,DANGER,368.81727659638204,3.719521988632124e-06
22,DISGUST,0.6451680856555118,0.5376905000989608
23,ECOLOGY,77.34408333256528,8.254447797506614e-07
24,EGG,17.98672914577931,0.00013543172693109007
25,EGGPLANT,0.7896971384684294,0.4830784670496475
26,ELMO,1.2389324088546738,0.32714760089210726
27,EMERALD,2.1950722985622675,0.14818363423533354
28,EPI (Y BLAS),6.41352650506133,0.02176951022409046
29,FEMINISM,28.10436244238787,2.9651583532408488e-05
30,FIRE,1.930422580032313,0.1794633705748654
31,FLAMINGO,23.950071588632476,0.0001536745010298768
32,FLASH,26.595733136320487,3.88994070208426e-05
33,FOX,21.45891411177386,7.612983147564645e-05
34,FROG,7.372877972313805,0.004948659925596455
35,GOLD,59.78218249902041,1.124343507186154e-08
36,GRAPE,2.298646391614837,0.14284463876057374
37,GRASS,52.06835322389439,1.9475007939639966e-08
38,GRINCH,19.637065303538773,0.00034427473159148736
39,GRIZZLY,113.37549317257395,8.819064367671103e-10
40,HAPINESS,821.4246765707825,2.0761170560490427e-14
41,HOPE,5.790310039198809,0.012083891941410685
42,HULK,14.237506570269286,0.0006791496570924815
43,HURRICANE,3.9888187494796004,0.04082198706813134
44,JADE,2.780579055292882,0.09195665957553911
45,KIWI,0.8918131835412016,0.44015453654000203
46,LADYBUG,304.39937282367003,1.207556277194044e-11
47,LAPIS LAZULI,3.9290574378789502,0.0373200057739036
48,LAVENDER,1.0615682374494764,0.3655563746756395
49,LEMON,0.21959364482505003,0.8055583474324315
50,LIME,1.5763635552682225,0.25005701238105194
51,LONELINESS,0.7018931743697437,0.5134917015163668
52,MALLOW,8.003440898146554,0.0071540229410655964
53,MINT,22.799432128899927,6.939636994829357e-06
54,MOSS,57.39863765588446,7.185019457178754e-07
55,MUD,113.15686801598544,1.630020352028083e-08
56,PEACE,0.43388980583170783,0.6564073660204105
57,PEACH,15.702329853675765,0.00020963920345684617
58,PEARL,0.737590665477206,0.4908305214333033
59,PETER PAN,8.579587929137983,0.0056852569542339415
60,PIG,15.561600682759925,0.00014414596501288734
61,PIKACHU,2.972156450452995,0.09704450671565013
62,POND,3.373781574578963,0.06603800830974993
63,POPPY,17.425329389324826,6.165934399327e-05
64,PUMPKIN,2.4464172184423334,0.1284908855844482
65,RAGE,367.15975619509993,1.822986206434507e-13
66,RELAX,1.5436742713774891,0.24568160272216732
67,RUBY,0.6179651075250598,0.5507170195367048
68,SADNESS,12.494072531423448,0.0034588232154740828
69,SALMON,16.62913725498499,0.0001562773439924836
70,SAND,16.297070717761216,0.00011159831406537535
71,SAPPHIRE,1.4983372064862033,0.25968012057227274
72,SEA,9.330644938601349,0.0030704064099030814
73,SHAME,3.0058926796122627,0.07793233828467871
74,SHRECK,7.785756788734661,0.010893004935002337
75,SIMPSON,609.8716460912295,4.3298697960381105e-15
76,SKIN,35.27721124410462,1.639450945478682e-05
77,SKY,6.06112457302214,0.01270054268962939
78,SMURF,7.215640599557017,0.009957136216036222
79,SONIC,14.788713475733166,0.00015879761877612975
80,SPRING,13.167629547229472,0.0007491153420476904
81,STITCH,35.107283876022734,3.011159510701855e-05
82,SUBMARINE,5.381085402346606,0.025920071923256405
83,SUMMER,84.29216577960554,3.1871404404526515e-09
84,SUNFLOWER,0.7038642041225902,0.5125791703885896
85,SUNRISE,6.934871047102323,0.006277479775452122
86,SUNSET,8.057474159072742,0.00823292476106574
87,THUNDERBOLT,5.107398470865302,0.0215938673420486
88,TIGER,322.3796672209182,4.735101200026293e-13
89,TILE,22.471369505370113,1.2792098844638389e-05
90,TOAD,180.66039129412314,1.0047962462067517e-10
91,TOMATO,0.1286648046140066,0.8808572238020204
92,TOXIC,0.38946759889559696,0.6856768221481275
93,TRACTOR,162.07454490930323,2.4004827348100832e-08
94,WHALE,17.941307931822372,4.202701851396817e-05
95,WHEAT,32.109221398671934,5.884805189482201e-06
96,WINTER,5.980763894469852,0.014400223397790457
97,WITCHCRAFT,50.36122071130977,7.544520703728352e-07
98,WOOD,66.78719132710157,8.870162049312569e-09
99,ZUCCHINI,0.30322667274919357,0.74316084303735
