,Words,Stat,p-value
0,AMBER,2.068791571264378,0.17272245017717502
1,AMETHYST,0.9084980868925501,0.42294507035286844
2,APPLE,58.629222311268116,1.5703825984036968e-07
3,ASPARAGUS,1.927092063854416,0.1959274217553515
4,AUTUMN,84.42317176260707,5.465119622405368e-07
5,AXOLOTL,1.204628972596879,0.32721446369659424
6,BANANA,2.877566333011003,0.08977111016257566
7,BARBIE,28.263675325370073,2.883392905117521e-05
8,BASIL,2.6191118194625025,0.09765896402724128
9,BEET,0.8478239104028353,0.4492018453229367
10,BLAS (Y EPI),35.58146523301015,5.323658144951171e-05
11,BLOOD,12.128608380669471,0.0006226011133267928
12,BRICK,26.164341145999764,6.472257576550788e-06
13,BRUSH,22.3829629661676,0.00013262662608670706
14,CANARY,2.556942521721258,0.1224780695425216
15,CARNATION,4.062189759845209,0.03307276145821503
16,COCONUT,243.62458684163425,1.0439427100550347e-12
17,COOKIE MONSTER,19.482576347245622,0.00035527482499486673
18,CORAL,0.23026882267043453,0.7966240955209014
19,CRICKET,46.14211406152065,6.880412712906292e-07
20,CUCUMBER,12.121523007121077,0.00073699428616536
21,DANGER,606.2933486864673,1.0806256561801675e-06
22,DISGUST,0.9519369349293879,0.40680265998713505
23,ECOLOGY,0.605090554906528,0.5648548405265006
24,EGG,12.388682365816674,0.00079955475216964
25,EGGPLANT,31.810151092442645,8.304816857751529e-05
26,ELMO,0.7245572047661378,0.5062887162216405
27,EMERALD,2.1741837783557023,0.15056160302970611
28,EPI (Y BLAS),1.6855257167605275,0.24499513036766007
29,FEMINISM,3.5019257718722634,0.06339247407784399
30,FIRE,60.64853826592294,6.486872894395646e-08
31,FLAMINGO,10.13874478585796,0.0039300736022162
32,FLASH,2.370854752617954,0.1356090471580248
33,FOX,381.53517933758246,2.8593793999220907e-12
34,FROG,5.813222637138691,0.011920452519324165
35,GOLD,33.91943397239876,7.839650698615586e-07
36,GRAPE,1.3242021566969457,0.30223556323908074
37,GRASS,0.1280082760100392,0.8805984740921007
38,GRINCH,2.0833606256722614,0.17524807516675078
39,GRIZZLY,484.13673937431633,2.375877272697835e-14
40,HAPINESS,510.2805238504496,4.440892098500626e-13
41,HOPE,8.205995239779826,0.003203655917382031
42,HULK,15.039990172601025,0.0005378167284063595
43,HURRICANE,0.23895985414271967,0.790387425314283
44,JADE,0.36357946871922575,0.7007811208448991
45,KIWI,26.370416164664757,0.00010286049759489213
46,LADYBUG,5.436072127525693,0.019245867606561884
47,LAPIS LAZULI,5.464615729792137,0.013342934139741636
48,LAVENDER,1.0623399490990102,0.3653027228278284
49,LEMON,2.829022028604359,0.09292105270597195
50,LIME,2.193047615631688,0.15792594326970288
51,LONELINESS,0.07667061790961574,0.9266105140022909
52,MALLOW,1.2484586621138218,0.3246157118984049
53,MINT,7.383470690576042,0.003968579669503702
54,MOSS,18.463613341123953,0.0002176626332682785
55,MUD,51.552714958221685,1.2838450432761661e-06
56,PEACE,2.0343183755559195,0.1676557839741153
57,PEACH,11.326834991625585,0.0010049156359633882
58,PEARL,2.0696552949082894,0.15242328956082962
59,PETER PAN,45.96108223976464,4.558907265028722e-06
60,PIG,10.631555900109598,0.0010120067158408963
61,PIKACHU,1.9908229032261213,0.18715805348147696
62,POND,16.188225106159898,0.00029596027495004673
63,POPPY,12.11564158662532,0.0004642415945076417
64,PUMPKIN,3.254383957303074,0.07427153808755671
65,RAGE,0.3547780386336195,0.7070580911696165
66,RELAX,0.44906145322633567,0.6465328065657827
67,RUBY,8.712566574749339,0.002485266625803728
68,SADNESS,41.28579317521153,6.0868423030879804e-05
69,SALMON,3.2481090285927503,0.06729286223906072
70,SAND,13.135484784797878,0.0003557496703688878
71,SAPPHIRE,0.4653715878841603,0.6379680548318554
72,SEA,11.521313202701943,0.0013222847626699341
73,SHAME,3.1276778942078334,0.07136471382079956
74,SHRECK,0.689129979921281,0.5266606130506983
75,SIMPSON,3.8871781829901235,0.04363536392423162
76,SKIN,3.9571142786673987,0.050736708409034104
77,SKY,19.129024845351246,9.904301839114282e-05
78,SMURF,0.49027204399968477,0.6252285327376459
79,SONIC,0.3914883166691528,0.681667803453382
80,SPRING,8.880506216898244,0.003703631130540508
81,STITCH,99.0008967178113,2.568411479053623e-07
82,SUBMARINE,6.809019954797363,0.013607575083117607
83,SUMMER,333.39079207396514,9.092726571680032e-14
84,SUNFLOWER,6.349265983627666,0.011918668567697521
85,SUNRISE,6.757062709404632,0.006927203607412058
86,SUNSET,22.753469061064433,0.00018978576857331397
87,THUNDERBOLT,11.564449245577077,0.0010837067883560092
88,TIGER,1067.5208346608877,1.1102230246251565e-16
89,TILE,42.289424284253904,1.5773648798234063e-07
90,TOAD,78.08281409531895,2.5514869994580636e-08
91,TOMATO,16.92462196739427,0.0008919634479102045
92,TOXIC,1.2959395938927223,0.30932863455884685
93,TRACTOR,236.63244342324535,3.79379438975036e-09
94,WHALE,17.299619192091917,5.262018030494087e-05
95,WHEAT,29.037069807356108,1.0433739341286774e-05
96,WINTER,18.63406482835438,0.0001521349749008527
97,WITCHCRAFT,14.24979675695712,0.000528867417146639
98,WOOD,1311.9164648914673,1.1102230246251565e-16
99,ZUCCHINI,23.988815186300226,3.0008996762198592e-05
