,Words,Stat,p-value
0,AMBER,3.743529852333397,0.0575289738449376
1,AMETHYST,1.9194239707514082,0.1789897953953261
2,APPLE,19.10868659791497,9.958435259138643e-05
3,ASPARAGUS,5.3874523560690415,0.025840731144954998
4,AUTUMN,101.85998017610295,2.2427175172534675e-07
5,AXOLOTL,0.8874271711850904,0.4322587160508926
6,BANANA,20.344519353800596,7.204340356237182e-05
7,BARBIE,25.591179704037664,4.693668769550907e-05
8,BASIL,3.909811325706662,0.03687971938557444
9,BEET,0.8134351787204028,0.4632252083477453
10,BLAS (Y EPI),3.6522326798459517,0.06897818482502738
11,BLOOD,5.785469499638091,0.012863152019587099
12,BRICK,4.045620404585211,0.03654918138518348
13,BRUSH,11.947694573915541,0.0017475737638809052
14,CANARY,20.02632056032971,0.00021555573831799624
15,CARNATION,1.4557509103285295,0.25690016354627865
16,COCONUT,93.46648889197505,1.4932717284921182e-09
17,COOKIE MONSTER,17.16284931329304,0.0005844159406578342
18,CORAL,1.210047521821131,0.3213162676523421
19,CRICKET,8.634319256120337,0.003606894565015617
20,CUCUMBER,20.720297111549307,4.8277815621111664e-05
21,DANGER,23.9186498362648,0.002754694711173289
22,DISGUST,0.37491887933086754,0.6932262877972917
23,ECOLOGY,1.793297242811763,0.21599660906362228
24,EGG,6.651421654247816,0.009320540825072166
25,EGGPLANT,0.7894988969869894,0.4831599447346212
26,ELMO,77.10189506077818,3.377145183502961e-07
27,EMERALD,2.9792814676476747,0.08355864234224397
28,EPI (Y BLAS),9.262324010779786,0.00827487476326838
29,FEMINISM,0.6039549613339462,0.5624486593154516
30,FIRE,18.3572494738945,9.302336245209375e-05
31,FLAMINGO,5.071435935235733,0.030157341163617235
32,FLASH,2.1319340142289365,0.16134088195972984
33,FOX,16.762683136024947,0.00025156376430890415
34,FROG,3.920357101891839,0.03980349125882632
35,GOLD,1.1230767211359434,0.34703224533889343
36,GRAPE,11.215340501821782,0.0017923127743361134
37,GRASS,2.0808681511862375,0.15234690546651475
38,GRINCH,0.473568673149358,0.636058653353566
39,GRIZZLY,80.9842532685067,9.150915580846686e-09
40,HAPINESS,7.316541169410462,0.007436030078964206
41,HOPE,10.1462836843995,0.0012590020191787232
42,HULK,3.3703740189533886,0.06892328136656367
43,HURRICANE,3.6976389233974865,0.049489268126841734
44,JADE,0.5188728099900479,0.6048710834299251
45,KIWI,37.7350506692716,2.1924460004374424e-05
46,LADYBUG,19.06513869828916,0.00013621465102808816
47,LAPIS LAZULI,37.40926772070908,2.5787963253698365e-07
48,LAVENDER,1.4712673894086055,0.25464470668747297
49,LEMON,10.830665163315729,0.0014371876213112866
50,LIME,2.602292236794473,0.11875484121032598
51,LONELINESS,3.880604994802542,0.04769682740598702
52,MALLOW,0.16012195539337595,0.8539903316709618
53,MINT,11.70544198175124,0.00043083766471274654
54,MOSS,20.1365608846114,0.00014635813061147918
55,MUD,122.5642455390001,1.0332044553251762e-08
56,PEACE,0.1765858522352462,0.8399648022647144
57,PEACH,15.166191361097416,0.00024981605326424017
58,PEARL,2.187699827926334,0.13828736645452677
59,PETER PAN,76.062800579026,3.6206627995749585e-07
60,PIG,6.292231415261217,0.009011030975117906
61,PIKACHU,29.530491083479397,6.365554599885304e-05
62,POND,15.79213277876809,0.0003318572274497722
63,POPPY,1.7560951457962288,0.2010438849253563
64,PUMPKIN,9.333409396312843,0.0035898401811502723
65,RAGE,242.5944643432949,3.77731179668217e-12
66,RELAX,1.9326192837899179,0.17915015194817774
67,RUBY,15.672629703394225,0.00013861420078964404
68,SADNESS,11.07139345625899,0.004961652386492377
69,SALMON,3.2585274508088116,0.06680565601840693
70,SAND,11.671045993720433,0.0006454599522188742
71,SAPPHIRE,2.2479106315478723,0.14506365760677764
72,SEA,12.908712577126602,0.0008165035589916547
73,SHAME,3.4866832154142084,0.055355750515327595
74,SHRECK,0.4037023223525066,0.679356708404655
75,SIMPSON,28.018828534465793,8.600421240734235e-06
76,SKIN,1.6216027819108028,0.24144442727087467
77,SKY,1.6566399689859161,0.22606888456210283
78,SMURF,10.032396539789909,0.0033127084082503755
79,SONIC,62.04692916261864,8.399912876377869e-09
80,SPRING,5.643359931458764,0.01720814978494367
81,STITCH,67.55494611924237,1.5542286204706102e-06
82,SUBMARINE,28.726741285940168,7.161073241612748e-05
83,SUMMER,260.6820377053356,6.177280909014371e-13
84,SUNFLOWER,23.830660170561252,4.484403755022903e-05
85,SUNRISE,2.343912687047875,0.12617687466388627
86,SUNSET,10.765221337454951,0.003208851797458334
87,THUNDERBOLT,11.09413637327429,0.0012969441231682755
88,TIGER,16.86542351110899,0.0001452629104842229
89,TILE,23.365602031930877,9.940984058598445e-06
90,TOAD,88.35769451289167,1.1486721240849818e-08
91,TOMATO,16.803822549804643,0.0009149500812261069
92,TOXIC,0.7835119361915541,0.47882844418163195
93,TRACTOR,75.5549458616209,9.21274331711075e-07
94,WHALE,8.375897669789856,0.002465071844636735
95,WHEAT,19.847348682737767,8.191745610885981e-05
96,WINTER,0.7745910781790207,0.48103980143072933
97,WITCHCRAFT,12.25815495778979,0.0010190630235014098
98,WOOD,268.66699927164814,1.3700152123874432e-13
99,ZUCCHINI,7.304609032068744,0.006719768842318952
